1498.500000	6.690000
1860.500000	6.700000
2211.500000	6.690000
3322.500000	6.660000
3656.300000	7.550000
3662.300000	7.470000
3663.300000	7.450000
3665.300000	7.430000
3666.300000	7.430000
3667.300000	7.390000
3668.200000	7.500000
3672.200000	7.530000
3694.300000	7.510000
3696.200000	7.510000
3698.300000	7.480000
3699.200000	7.460000
3700.300000	7.440000
3704.200000	7.400000
3707.200000	7.430000
3918.600000	7.120000
3919.600000	7.160000
3921.500000	7.140000
3922.600000	7.120000
3923.500000	7.120000
3924.500000	7.110000
3999.300000	7.280000
4003.300000	7.160000
4246.600000	7.500000
4282.600000	7.440000
4289.600000	7.320000
4309.600000	7.320000
4317.500000	7.310000
4318.400000	7.230000
4320.500000	7.210000
4321.400000	7.210000
4322.300000	7.170000
4323.400000	7.160000
4327.500000	7.070000
4328.500000	7.100000
4330.500000	7.080000
4331.500000	7.110000
4333.500000	7.090000
4336.400000	7.160000
4355.400000	7.090000
4358.400000	7.070000
4363.300000	6.930000
4436.200000	6.980000
4453.200000	7.030000
4639.600000	6.270000
4649.500000	6.360000
4669.500000	6.220000
4671.500000	6.190000
4682.500000	6.220000
4706.400000	6.140000
4712.400000	6.190000
4719.300000	6.220000
4748.300000	6.170000
4769.300000	6.260000
4772.200000	6.180000
4782.200000	6.110000
5006.600000	6.540000
5010.600000	6.610000
5011.500000	6.590000
5012.500000	6.570000
5013.500000	6.580000
5014.500000	6.600000
5015.600000	6.620000
5016.600000	6.600000
5017.500000	0.000000
5020.500000	6.540000
5022.500000	6.540000
5033.500000	6.490000
5034.500000	6.500000
5035.500000	6.530000
5036.500000	6.530000
5037.500000	6.550000
5042.500000	6.660000
5043.500000	6.680000
5060.500000	6.590000
5094.400000	6.650000
5095.400000	6.650000
5096.400000	6.670000
5100.400000	6.630000
5116.300000	6.780000
5117.300000	6.790000
5119.200000	6.800000
5120.200000	6.810000
5121.200000	6.820000
5162.300000	6.770000
5163.300000	6.750000
5396.500000	7.080000
5544.300000	7.250000
5559.200000	7.100000
5710.500000	7.260000
5774.500000	7.290000
5779.500000	7.310000
5802.400000	7.320000
5849.300000	7.310000
5877.300000	7.340000
6086.600000	7.510000
6113.500000	7.530000
6133.500000	0.000000
6194.300000	7.540000
6219.300000	7.470000
6225.300000	7.460000
6243.300000	7.160000
6256.300000	7.320000
6442.600000	6.630000
6459.600000	6.670000
6477.500000	6.940000
6487.500000	6.870000
6491.500000	7.030000
6495.500000	7.080000
6498.500000	7.120000
6502.500000	0.000000
6503.500000	7.190000
6504.500000	7.170000
6504.500000	7.170000
6506.500000	7.120000
6507.400000	7.100000
6508.500000	7.070000
6509.500000	7.080000
6510.500000	7.020000
6536.400000	6.890000
6542.400000	6.770000
6547.400000	6.790000
6567.300000	6.900000
6574.500000	6.860000
6582.300000	6.710000
6590.200000	6.710000
6595.300000	6.800000
6601.400000	6.860000
6604.400000	6.840000
6612.400000	6.700000
6627.300000	6.620000
6639.200000	6.740000
6659.200000	0.000000
6660.200000	6.530000
6663.200000	6.590000
6809.600000	6.890000
6831.600000	6.740000
6846.500000	6.910000
6893.400000	6.760000
6897.500000	6.760000
6897.500000	6.780000
7000.300000	6.900000
7201.600000	6.720000
7268.500000	6.620000
7289.400000	6.730000
7354.300000	6.460000
7359.200000	6.560000
7372.200000	6.510000
7386.200000	6.500000
7390.200000	6.600000
7542.500000	6.960000
7544.600000	6.900000
7619.500000	6.740000
7689.300000	6.650000
8048.400000	6.680000
8384.400000	6.380000
8453.300000	6.310000
8665.600000	6.580000
8765.300000	7.100000
9876.200000	6.780000
