53521.405219 16.1015 0.069
53521.427984 16.5713 0.076
53521.412790 16.1129 0.069
53521.420375 16.1763 0.070
53674.091090 16.1078 0.070
53638.157439 16.125 0.070
53674.095343 16.1396 0.070
53674.099630 16.1594 0.070
53563.335521 16.1355 0.071
53563.328942 16.0998 0.071
53550.351609 16.1097 0.070
53563.322381 16.1496 0.071
53532.371727 16.1214 0.070
53638.143098 16.2134 0.072
53638.135954 16.1142 0.070
53618.178145 16.0852 0.072
53638.150255 16.1116 0.070
53618.166261 16.1531 0.073
53618.172195 16.092 0.072
53563.342072 16.1096 0.071
53618.158903 16.1857 0.073
53550.345185 16.0953 0.070
53550.332324 16.1133 0.070
53550.338747 16.156 0.070
53532.379310 16.1133 0.070
54286.385615 16.04 0.078
54286.408334 16.0761 0.078
54286.372794 16.0256 0.078
54286.401315 16.113 0.079
54286.379203 16.0687 0.080
54027.096445 16.1369 0.068
53992.183193 16.099 0.068
54027.087843 16.0692 0.067
54027.105028 16.1097 0.068
54052.060276 16.1432 0.068
54052.065172 16.1239 0.068
54027.113619 16.1244 0.068
54052.074977 16.149 0.068
54247.405652 16.1426 0.072
54052.070065 16.0949 0.068
54247.413962 16.133 0.072
54260.361945 16.1313 0.070
54247.422307 16.1126 0.072
54247.430610 16.1293 0.072
54260.367906 16.1311 0.070
54260.379788 16.3183 0.072
54286.394336 16.1544 0.079
54286.366392 16.0143 0.081
54260.373839 16.1796 0.070
54347.226419 16.0641 0.065
54347.234901 16.0415 0.065
54286.415301 16.1767 0.080
55153.063650 16.1026 0.075
55153.073353 16.1436 0.076
55153.058779 16.151 0.076
55153.068570 16.1103 0.075
55114.119077 16.108 0.075
55114.113355 16.1558 0.076
55114.124898 16.1925 0.077
55114.107658 16.1456 0.075
55360.414363 16.1005 0.069
55360.419411 16.1282 0.069
55360.424421 16.1525 0.069
55351.428693 16.1054 0.069
55480.098794 16.1451 0.069
55360.429496 16.1299 0.069
55480.083289 16.0803 0.068
55480.093615 16.1386 0.069
55351.421163 16.1139 0.069
55351.413547 16.4029 0.073
55351.406063 16.0757 0.068
53905.338262 16.1099 0.071
53905.361098 16.1374 0.072
53905.353481 16.1203 0.071
53905.345888 16.1294 0.072
53875.410546 16.6638 0.081
53857.464286 16.1115 0.071
53875.416432 16.3614 0.075
53857.458283 16.1266 0.071
53992.176781 16.1263 0.068
53992.170369 16.0768 0.067
53992.163968 16.1441 0.068
53881.411455 16.122 0.068
53881.421798 16.1247 0.068
53903.375973 16.144 0.127
53892.416573 16.0536 0.150
53881.390714 16.1314 0.069
53875.428167 16.0857 0.071
53875.422306 16.0902 0.071
53881.401030 16.1409 0.069
53674.103927 16.0892 0.069
53857.452249 16.1027 0.071
53857.446235 16.1239 0.071
54768.091394 16.1612 0.074
54768.085617 16.0939 0.073
54768.097210 16.1073 0.073
55041.263221 16.1455 0.077
55041.268381 16.2016 0.078
55041.273537 16.1376 0.076
55041.278695 16.1911 0.077
54347.243390 16.1141 0.066
54347.251889 16.0856 0.065
54388.116390 16.1424 0.075
54388.121774 16.1308 0.075
55072.232242 16.1473 0.076
55072.217535 16.1166 0.076
55072.224953 16.1606 0.077
55072.239537 16.0907 0.076
55088.143888 16.1478 0.076
55088.139941 16.1764 0.077
55088.151609 16.1217 0.076
55088.147729 16.1301 0.076
54768.079781 16.1082 0.073
54715.200630 16.125 0.068
54715.207179 16.116 0.068
54715.213732 16.1778 0.069
54388.132664 16.09 0.074
54388.127209 16.0772 0.074
54715.194057 16.1584 0.069
