2171.84935 14.446 0.006
2183.80871 14.431 0.006
2184.80825 14.434 0.006
2188.85880 14.429 0.006
2191.76896 14.417 0.006
2200.79035 14.432 0.006
2206.72549 14.424 0.006
2216.84958 14.409 0.006
2223.71424 14.391 0.006
2226.69035 14.368 0.006
2228.73411 14.380 0.006
2230.64568 14.385 0.006
2232.66744 14.396 0.006
2234.66020 14.405 0.006
2238.60467 14.375 0.006
2240.73120 14.396 0.006
2242.74210 14.422 0.006
2244.79287 14.416 0.006
2249.66112 14.376 0.006
2251.85851 14.429 0.006
2253.64900 14.387 0.006
2256.65359 14.427 0.006
2259.64814 14.412 0.006
2262.65333 14.427 0.006
2269.66053 14.439 0.006
2272.61923 14.438 0.006
2276.62999 14.435 0.006
2279.62447 14.445 0.006
2281.67187 14.452 0.006
2283.70752 14.466 0.006
2288.69303 14.488 0.006
2290.73092 14.498 0.006
2292.70103 14.517 0.006
2294.67168 14.522 0.006
2296.69063 14.550 0.006
2298.71217 14.536 0.006
2300.66384 14.541 0.006
2302.63744 14.536 0.006
2304.64212 14.534 0.006
2315.56542 14.611 0.006
2322.54306 14.627 0.006
2325.55673 14.655 0.006
2330.56547 14.687 0.006
2337.51729 14.716 0.006
2343.51330 14.683 0.006
2353.50750 14.653 0.006
2403.49075 14.556 0.006
2518.91670 14.401 0.006
2526.84636 14.414 0.006
2540.85460 14.418 0.006
2544.77472 14.394 0.006
2550.89257 14.399 0.006
2554.85789 14.418 0.006
2558.86898 14.432 0.006
2562.88984 14.416 0.006
2571.81520 14.412 0.006
2577.75387 14.399 0.006
2580.78265 14.392 0.006
2588.81960 14.366 0.006
2593.80873 14.386 0.006
2599.72864 14.406 0.006
2607.68686 14.440 0.006
2617.67620 14.445 0.006
2620.61973 14.438 0.006
2622.79549 14.437 0.006
2624.79013 14.428 0.006
2626.60352 14.431 0.006
2629.60015 14.402 0.006
2631.78414 14.410 0.006
2634.55438 14.417 0.006
2640.63188 14.413 0.006
2642.63010 14.414 0.006
2644.62033 14.416 0.006
2649.64346 14.442 0.006
2651.69228 14.458 0.006
2654.64508 14.488 0.006
2656.71931 14.505 0.006
2658.70912 14.507 0.006
2661.72444 14.509 0.006
2663.62811 14.516 0.006
2665.65763 14.501 0.006
2667.61858 14.517 0.006
2669.66072 14.517 0.006
2671.58826 14.530 0.006
2673.59610 14.536 0.006
2675.59567 14.549 0.006
2677.59352 14.559 0.006
2679.62041 14.559 0.006
2681.64177 14.589 0.006
2685.58141 14.646 0.006
2690.53563 14.659 0.006
2694.53337 14.676 0.006
2704.57770 14.686 0.006
2711.53290 14.686 0.006
2731.48695 14.662 0.006
2879.87983 14.473 0.006
2884.82574 14.450 0.006
2888.85845 14.456 0.006
2893.84985 14.435 0.006
2897.81146 14.440 0.006
2903.85742 14.432 0.006
2906.80613 14.437 0.006
2915.78325 14.393 0.006
2921.78508 14.393 0.006
2924.87481 14.408 0.006
2929.87254 14.417 0.006
