2171.86025 14.956 0.006
2183.81956 14.961 0.006
2184.81907 14.961 0.006
2188.86966 14.970 0.006
2191.78070 14.955 0.006
2200.80028 14.958 0.006
2206.73541 14.958 0.006
2216.86528 14.953 0.006
2223.72415 14.957 0.006
2226.70028 14.965 0.006
2228.74403 14.959 0.006
2230.65552 14.967 0.006
2232.67735 14.961 0.006
2234.67007 14.969 0.006
2238.61456 14.965 0.006
2240.74623 14.971 0.006
2242.75197 14.960 0.006
2244.80275 14.972 0.006
2249.67100 14.957 0.006
2252.63445 14.951 0.006
2253.65889 14.933 0.006
2256.66348 14.936 0.006
2259.65801 14.951 0.006
2262.66320 14.981 0.006
2269.72435 14.955 0.006
2272.62913 14.946 0.006
2276.63988 14.948 0.006
2279.63934 14.954 0.006
2281.68716 14.949 0.006
2283.71741 14.951 0.006
2288.70294 14.959 0.006
2290.74081 14.945 0.006
2292.71097 14.952 0.006
2294.68179 14.944 0.006
2296.70073 14.960 0.006
2298.72226 14.959 0.006
2300.67390 14.960 0.006
2302.64754 14.948 0.006
2304.65223 14.954 0.006
2315.57556 14.952 0.006
2322.55390 14.962 0.006
2325.56765 14.938 0.006
2330.57636 14.936 0.006
2337.52818 14.953 0.006
2343.52642 14.942 0.006
2353.52028 14.948 0.006
2370.52314 14.954 0.006
2519.88522 14.967 0.006
2526.85729 14.951 0.006
2540.86542 14.972 0.006
2544.78560 14.967 0.006
2550.90342 14.952 0.007
2554.87810 14.953 0.006
2558.87980 14.950 0.006
2571.82531 14.968 0.006
2577.76397 14.957 0.006
2580.79276 14.954 0.006
2588.83035 14.949 0.006
2593.81949 14.951 0.006
2599.73934 14.960 0.006
2607.70360 14.950 0.006
2620.63026 14.960 0.006
2622.80602 14.969 0.006
2624.80067 14.966 0.006
2626.61358 14.945 0.006
2629.61019 14.933 0.006
2634.56439 14.949 0.006
2640.64194 14.959 0.006
2642.64017 14.959 0.006
2644.63041 14.954 0.006
2649.65400 14.953 0.006
2651.70287 14.952 0.006
2654.65512 14.948 0.006
2656.73338 14.961 0.006
