,Amplitude,AndersonDarling,Autocor_length,Automean,Beyond1Std,CAR_sigma,CAR_tau,CAR_tmean,Color,Con,Eta_color,Eta_e,FluxPercentileRatioMid20,FluxPercentileRatioMid35,FluxPercentileRatioMid50,FluxPercentileRatioMid65,FluxPercentileRatioMid80,Freq1_harmonics_amplitude_0,Freq1_harmonics_amplitude_1,Freq1_harmonics_amplitude_2,Freq1_harmonics_amplitude_3,Freq1_harmonics_rel_phase_0,Freq1_harmonics_rel_phase_1,Freq1_harmonics_rel_phase_2,Freq1_harmonics_rel_phase_3,Freq2_harmonics_amplitude_0,Freq2_harmonics_amplitude_1,Freq2_harmonics_amplitude_2,Freq2_harmonics_amplitude_3,Freq2_harmonics_rel_phase_0,Freq2_harmonics_rel_phase_1,Freq2_harmonics_rel_phase_2,Freq2_harmonics_rel_phase_3,Freq3_harmonics_amplitude_0,Freq3_harmonics_amplitude_1,Freq3_harmonics_amplitude_2,Freq3_harmonics_amplitude_3,Freq3_harmonics_rel_phase_0,Freq3_harmonics_rel_phase_1,Freq3_harmonics_rel_phase_2,Freq3_harmonics_rel_phase_3,LinearTrend,MaxSlope,Mean,Meanvariance,MedianAbsDev,MedianBRP,PairSlopeTrend,PercentAmplitude,PercentDifferenceFluxPercentile,PeriodLS,Period_fit,Psi_CS,Psi_eta,Q31,Q31_color,Rcs,Skew,SlottedA_length,SmallKurtosis,Std,StetsonJ,StetsonK,StetsonK_AC,StetsonL
1.4413.25,0.2665000000000002,1.0,15.0,-7.301086145648312,0.27087033747779754,-0.05477124137803535,8.927648986649121,-0.8178061387232789,1.7640438278264865,0.026690391459074734,579.9950270074049,115.97600352031985,0.12200956937799076,0.23205741626794352,0.346889952153111,0.4856459330143546,0.7129186602870812,0.07525552476802749,0.008626282254507062,0.006243774578393308,0.006430715978910114,0.0,1.7798160299770909,0.10020981662508466,2.2960082346800634,0.0720566546524004,0.017899196478733677,0.01157048492467662,0.005828585292430311,0.0,-0.23523837569379663,1.242664124776862,1.344166587103255,0.05615487294211465,0.021850328900004778,0.0037710600718461073,0.00035976507090658275,0.0,0.8589875819903358,0.47945604517536555,0.9524445301472951,-5.17830655311892e-06,10.377500377533172,-7.301086145648312,-0.016774247446322995,0.07299999999999995,0.49822380106571934,0.1,-0.06292749658002736,-0.057181942544459664,66.78479167901233,1.0074420690735849e-42,0.17522664349615694,1.3307510943627456,0.14475000000000016,0.08400000000000007,0.13692451433545721,0.551543289018886,0.3533339999994496,0.9146970536110182,0.12247022563402539,0.6416473585985877,0.7605525256285685,0.8844332488238138,0.392401691439457
2.5869.4229,0.3002499999999997,0.9996909834628808,7.0,-7.0589198813056315,0.3313550939663699,-0.034483202876226506,37.617419526354006,-0.18765029526707153,1.2563787071851307,0.01288404360753221,276.8814536788889,98.06325819539329,0.14843750000000086,0.25390624999999956,0.40039062499999806,0.5664062499999996,0.8046874999999991,0.1202100717622627,0.014843534570811346,0.011343550113351804,0.007564632201477772,0.0,0.1396030973776912,-0.5975789989979404,-1.1101352728800185,0.0658051891580897,0.0018761085036720136,0.004610571948098162,0.007534361128448226,0.0,1.3592798203648135,0.8073689529948783,1.3865507705708342,0.06231000897456144,0.020777015039959247,0.004102097009519698,0.009285686793728688,0.0,1.6279038028461437,1.8078317711176608,1.7102323926435175,-8.124874695340203e-06,16.119313048697926,-7.0589198813056315,-0.02192620593114151,0.10200000000000031,0.42927794263105834,0.16666666666666666,-0.06848733550304231,-0.07244941276354895,65.30014775999997,7.027103121404739e-60,0.15976268786208828,1.4804716470928936,0.20350000000000001,0.10100000000000176,0.11779165689086182,0.1280227846389092,13.516514000031748,-0.18482398214201412,0.15477533096893625,0.6812561881278544,0.7980060896667099,0.8639648970615539,0.4974241219225963
2.5633.752,0.28549999999999986,0.9828626036525414,6.0,-7.274462114125356,0.2993451824134705,-0.059318434611489564,12.175748925140683,-0.5974550032897713,1.3039865465889289,0.02155576382380506,975.6802846112266,21.481277726576273,0.15919282511210878,0.27802690582959527,0.41704035874439394,0.5784753363228692,0.7847533632286977,0.12277972870997217,0.009292625058095002,0.00804422168064282,0.004418816259455156,0.0,-0.4643963942468545,1.6790756647524159,-0.39447513676787016,0.0447899864665464,0.010122744282660811,0.001973027973824399,0.008697688487867812,0.0,0.674572198685759,0.36542336079301907,-0.006343794869919206,0.04112709148500853,0.029713906647064234,0.034941595521206285,0.013866682754890745,0.0,-2.0233615269152363,-2.6531048172740537,-0.914368164978662,2.0843290085496806e-06,3.8415185302971064,-7.274462114125356,-0.01910252023034494,0.09299999999999997,0.45556594948550044,0.1,-0.06922126081582194,-0.06125532207114416,66.90588909836063,1.8330670787211666e-84,0.169580044519698,1.3030264295102882,0.18599999999999994,0.05700000000000105,0.1119584233753366,0.25974075081650544,0.41793999999936204,0.17239113293185637,0.13896055969995744,0.7406642744792055,0.7961410357948473,0.8535406321531079,0.5866265518729495
1.3563.29,1.5622500000000001,1.0,17.0,-7.517106022052593,0.34011874469889736,-0.06875232728492942,373.2282957930519,-0.02014077203358849,1.4429513667565885,0.0016992353440951572,42.36067805665264,1.2712001000669506,0.23767724510465923,0.424713031735314,0.5813639432815664,0.7248480756245781,0.8686698176907494,1.2955767661027022,0.19348997686101707,0.10195078406670532,0.01885781914106011,0.0,-2.863146941244913,-0.622125169054033,0.05977623208776084,0.15160186994384012,0.0819413700017454,0.043124599932495296,0.04090306722369075,0.0,-0.9528964053739727,-0.5530759100369977,-2.5166620211542825,0.12039103372802688,0.044059855992472245,0.10194555425005306,0.015527597301733028,0.0,-0.7656869345506518,-0.3392218738028222,-1.1186895376830943,1.92810239105281e-05,6.214129402793518,-7.517106022052593,-0.12986685086133345,0.7220000000000004,0.2179813401187447,-0.23333333333333334,-0.3051347881899871,-0.3802310654685494,179.52842492307664,8.151775414388146e-228,0.25698548532433674,0.12014277099598505,1.7199999999999989,0.5760000000000023,0.09423524808751445,0.4513182254879397,29.791653999731352,-1.1285686189461532,0.9762228866747357,0.855643407919981,0.8792758478545322,0.7022983621952235,0.7292960214013426
2.4664.14,0.4532499999999997,1.0,50.0,-6.920035087719308,0.27146814404432135,-0.03523229833657928,117.86045835855593,-0.058713797520345015,1.8051639568666875,0.02497687326549491,228.9503518395062,11.617514658939582,0.17082785808147158,0.32982917214191776,0.46780551905387624,0.6110381077529563,0.8449408672798956,0.28604726496775595,0.09488324342790562,0.043715833822708265,0.01350228362844283,0.0,0.23938381576824008,-2.0491802727823867,-0.722857529594714,0.05079287755377328,0.014004785896209473,0.021424785597512347,0.04194875056633097,0.0,2.2892186069239204,1.0411452068735145,0.14094978690951399,0.055831927616620036,0.034571392148218104,0.016940336488860952,0.019883172604801682,0.0,-0.7985991778705686,0.8442269044653423,1.0503547697689328,5.585503182962728e-05,7.611372287626755,-6.920035087719308,-0.0351224346991806,0.1769999999999996,0.3518005540166205,-0.1,-0.12181425485961124,-0.10957523398128151,859.2124705263153,1.7783226776483743e-147,0.24425462627234046,0.3091939114234958,0.35499999999999954,0.11800000000000122,0.19859719576393098,0.6263436870813528,16.618305000018154,-0.11409708617574754,0.24304848048445993,0.7833990187597167,0.8153921062040418,0.7004985673044158,0.5766310226055399
2.4786.25,0.46399999999999997,0.9999995749778553,9.0,-6.560331236897272,0.34276729559748426,-0.04869144409091812,51.77695809801554,-0.12670368206023888,1.7079317631027306,0.004201680672268907,187.13359683908993,14.138972555971726,0.14677804295942745,0.28639618138424844,0.4367541766109781,0.6145584725536989,0.813842482100238,0.2214149164200577,0.020696281808956964,0.014460722628998017,0.03278625613085409,0.0,-1.8315265866899286,-1.773542343814357,-2.791861259691065,0.12284388972639741,0.017121192880574395,0.010388665569641034,0.022875574768340123,0.0,-1.1476861570559707,-2.5728048949527356,0.13247802448014911,0.10877625458649111,0.0044630723733167545,0.009081707564757872,0.02421911921524002,0.0,2.2942598529385094,0.4413370010385948,1.782881236038837,3.70501902200085e-05,6.004087888392625,-6.560331236897272,-0.03804617334573445,0.18299999999999983,0.33228511530398325,0.23333333333333334,-0.09325003809233584,-0.1276855096754533,110.1100394189191,1.17217270637808e-78,0.1679171156846369,1.2688459895521291,0.3645000000000005,0.09000000000000075,0.16257086891932437,0.060236439493973774,21.493923000030918,-0.68902354366534,0.2495954994444301,0.7719687212422955,0.8168522252601861,0.9043599510835824,0.6308870912508274
2.5267.12,0.3849999999999998,0.9981543623341831,10.0,-6.931681117533719,0.3044315992292871,-0.06055463574315158,20.38914310365083,-0.33996922196757495,1.9451093881422317,0.016409266409266408,154.2704936330905,70.50111681239727,0.15797788309636734,0.2890995260663504,0.41390205371248096,0.571879936808847,0.7614533965244868,0.11935659474304801,0.012829728637895605,0.03282363445571517,0.007189582356406482,0.0,0.5207752386237107,0.5183977084714875,2.4892050441158564,0.12228842816336762,0.017000215741655764,0.00839496454651637,0.016639991408471007,0.0,-0.08154682000796937,0.5331333640881546,0.5661967640880998,0.09489089426000198,0.03135018920112472,0.0082620137365389,0.013621496785110857,0.0,-1.6341214242170803,-1.953978610785124,-1.7337079357486385,-3.6558076781273123e-05,11.64092232225266,-6.931681117533719,-0.028278134258708273,0.13500000000000023,0.48940269749518306,0.03333333333333333,-0.10652722683014787,-0.09130905156869816,149.15973650467285,1.8237227495551755e-37,0.1441722095287565,1.346652695277997,0.26200000000000045,0.13350000000000062,0.16934442039945535,0.24275843568834726,0.43661999999312684,0.2851256166270191,0.19601500928017151,0.7038421283311208,0.7939875595979798,0.8663695039399704,0.49221077431470595
2.5146.40,0.14125000000000032,1.0,9.0,-7.201129390018487,0.26062846580406657,-0.04418756365199298,5.97712595221668,-1.2047812690558868,0.751850049233858,0.011111111111111112,291.43160974807824,46.54929643552489,0.145748987854253,0.2793522267206477,0.412955465587046,0.5910931174089068,0.7854251012145751,0.06798756058409089,0.03184290205419476,0.007776691733183163,0.009364718814025974,0.0,0.7250768520217361,1.111030265143805,1.6826284881540434,0.018841711149867546,0.005311964920532814,0.00990828518354023,0.006111388663800318,0.0,0.6931313809977337,0.476861453885019,1.8638304428250476,0.017800159411533765,0.004916990079687228,0.0016827955592712517,0.0057915452229074585,0.0,0.4086678403018573,0.1925883680219358,-0.46823851723783627,-1.0891203887334227e-06,3.532320735442002,-7.201129390018487,-0.010734213215468935,0.04800000000000004,0.5258780036968577,0.03333333333333333,-0.0498753117206983,-0.034220005541701286,206.64603721518978,1.353079779636817e-88,0.19002799654532512,1.003612177562427,0.10200000000000031,0.04299999999999993,0.09972060356301599,0.929107862258526,7.731889999988198,0.5988322339374217,0.0772984582646382,0.6659119117772687,0.8009386556920076,0.7949598087071825,0.4656499236538962
2.5879.23,0.1259999999999999,1.0,18.0,-7.2400405797101435,0.34106280193236715,-0.018668702352485116,24.383002249170573,-0.29692982454432676,1.0291948414561656,0.007744433688286544,15665.616184146913,358.8392296433666,0.17488789237667968,0.31390134529148006,0.49775784753362956,0.6547085201793695,0.843049327354256,0.0716925100573065,0.02916338129571909,0.005353540112798578,0.010843766729196189,0.0,0.8053074008997795,1.1295278862604832,1.878257070155176,0.016185983643815283,0.0006181169667031614,0.006286500064435082,0.00866451253050639,0.0,-1.2990490430515385,-0.5385409308346548,-0.8312305786436069,0.014744889046869034,0.005317934553973207,0.00631044565086701,0.0059365036990377765,0.0,0.22693011474949965,0.6730792657095352,0.49056001475394284,5.744882579645136e-07,15.40091840652718,-7.2400405797101435,-0.009789025803435722,0.051000000000000156,0.3922705314009662,0.1,-0.03322762994622922,-0.030745898249000515,333.1640191836733,2.0587394794351085e-113,0.20138284903913192,0.7823277664267994,0.10999999999999943,0.03999999999999915,0.1383546457010563,0.47371371083805874,17.49233999988064,-0.5387047555388076,0.07087294405270432,0.799541494900201,0.8329031585438934,0.826881678469978,0.6874650804978707
2.5025.15,0.09650000000000025,0.9999998185055502,5.0,-7.746130919220053,0.28876508820798513,-0.017011730748161036,17.243823384079104,-0.4492119147063353,0.9196776522085317,0.014883720930232559,2115.214976868228,464.84484425084867,0.13836477987421553,0.25157232704402566,0.38364779874213845,0.5157232704402512,0.7358490566037744,0.022603263128134994,0.005815585282858132,0.0029083966920603896,0.002509002536303967,0.0,1.67914891063882,0.9260488127795072,2.084487368864761,0.018892404358648113,0.002972266532677749,0.0032194120871711944,0.002286588596849267,0.0,0.1380467619344683,-1.6615522929381188,-0.45158210148734756,0.019833871567530338,0.001658763622047943,0.000872408129672442,0.003132064438229039,0.0,0.11730606978034808,0.28533907102122313,1.9008722541126812,9.356874238117894e-06,7.7519379835727,-7.746130919220053,-0.006171780316896158,0.03000000000000025,0.61652739090065,0.3,-0.027752678456176568,-0.02052407383503289,48.442246112759626,8.738956887651088e-21,0.09130632678502418,1.8132805541453865,0.06099999999999994,0.03300000000000036,0.08878695959935864,0.3137046279656561,3.711258000024827,0.9329183264082168,0.047807418339343065,0.6040161697785256,0.7700733153372022,0.8470363433050871,0.3856258514433817
